"pipeline","model","attempts","profile","run","cut","status","baseline_mutation","augmented_mutation","baseline_mutation_percent","augmented_mutation_percent","delta_pp","source_dir"
"guided_lite_ansi","6.7b","5","guided_lite","2","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","StringComparator","SUCCESS","10/16","-","62.5",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","StringList","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","UniqueTimestampGenerator","SUCCESS","17/27","-","62.962962962963",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","Util","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","2","Version","SUCCESS","13/19","-","68.4210526315789",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run2.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","ArrayUtil","SUCCESS","28/57","-","49.1228070175439",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Axis","SUCCESS","14/40","-","35",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","ByteVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","CommandLine","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","DateTools","SUCCESS","17/27","-","62.962962962963",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","EmailFacadeState","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","FilterMatcher","SUCCESS","15/24","-","62.5",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","GridLayout2","SUCCESS","0/103","-","0",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","HashCodeUtils","SUCCESS","31/38","-","81.5789473684211",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","IndexedString","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Inflection","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","InspirentoUtilities","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","MapUtil","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","MathUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","NaturalSort","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","ObjectsUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Reference","SUCCESS","8/19","12/19","42.1052631578947","63.1578947368421","21.0526315789474","D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Region","SUCCESS","11/25","-","44",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","SimpleCounter","SUCCESS","2/3","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","SortedArrayList","SUCCESS","7/19","-","36.8421052631579",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","SortedMapVector","SUCCESS","21/63","-","33.3333333333333",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","StringComparator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","StringLink","SUCCESS","8/15","-","53.3333333333333",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","StringList","SUCCESS","13/13","-","100",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","ToStringConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Util","SUCCESS","25/28","-","89.2857142857143",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","6.7b","5","guided_lite","3","Version","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\output_6.7b_5_attempts_guided_lite_ansi_run3.tar"
"guided_lite_ansi","32b","5","guided_lite","1","ArrayUtil","SUCCESS","20/57","20/57","35.0877192982456","35.0877192982456","0","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Axis","SUCCESS","16/40","-","40",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Base32","SUCCESS","55/72","-","76.3888888888889",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Base64Coder","SUCCESS","87/94","-","92.5531914893617",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","ByteVector","SUCCESS","16/138","-","11.5942028985507",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","CommandLine","SUCCESS","16/32","27/32","50","84.375","34.375","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","DateTools","SUCCESS","10/27","-","37.037037037037",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","DisplayHelper","SUCCESS","8/9","-","88.8888888888889",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","EmailFacadeState","SUCCESS","9/13","10/13","69.2307692307692","76.9230769230769","7.69230769230771","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","FilterMatcher","SUCCESS","18/24","20/24","75","83.3333333333333","8.33333333333334","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","GridLayout2","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","HashCodeUtils","SUCCESS","33/38","35/38","86.8421052631579","92.1052631578947","5.26315789473684","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","IndexedString","SUCCESS","25/28","27/28","89.2857142857143","96.4285714285714","7.14285714285714","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Inflection","SUCCESS","12/20","18/20","60","90","30","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","MathUtil","SUCCESS","15/44","20/44","34.0909090909091","45.4545454545455","11.3636363636364","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","NaturalSort","SUCCESS","36/66","44/66","54.5454545454545","66.6666666666667","12.1212121212121","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","ObjectsUtil","SUCCESS","7/14","12/14","50","85.7142857142857","35.7142857142857","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Reference","SUCCESS","8/19","13/19","42.1052631578947","68.4210526315789","26.3157894736842","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Region","SUCCESS","13/25","20/25","52","80","28","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","SortedArrayList","SUCCESS","15/19","-","78.9473684210526",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","StringComparator","SUCCESS","12/16","15/16","75","93.75","18.75","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","StringLink","SUCCESS","8/15","-","53.3333333333333",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","StringList","SUCCESS","3/13","13/13","23.0769230769231","100","76.9230769230769","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","UniqueTimestampGenerator","SUCCESS","7/27","-","25.9259259259259",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Util","SUCCESS","22/28","-","78.5714285714286",,,"D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"guided_lite_ansi","32b","5","guided_lite","1","Version","SUCCESS","12/19","15/19","63.1578947368421","78.9473684210526","15.7894736842105","D:\report\report writing\new_output_compare\guided_lite+ansi\32b\output_32b_5_attempts_guided_lite_ansi_run1.tar"
"original","32b","15","baseline","1","ArrayUtil","SUCCESS","35/57","40/57","61.4035087719298","70.1754385964912","8.77192982456139","D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Axis","SUCCESS","17/40","-","42.5",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","BigDecimalUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","ByteVector","SUCCESS","27/138","-","19.5652173913043",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","CommandLine","SUCCESS","18/32","-","56.25",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","DateTools","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","DisplayHelper","SUCCESS","8/9","-","88.8888888888889",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","EmailFacadeState","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","FilterMatcher","SUCCESS","19/24","-","79.1666666666667",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","GridLayout2","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","HashCodeUtils","SUCCESS","27/38","-","71.0526315789474",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","IndexedString","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Inflection","SUCCESS","14/20","-","70",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","InspirentoUtilities","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","MapUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","MathUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","NaturalSort","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","ObjectsUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Reference","SUCCESS","11/19","-","57.8947368421053",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Region","SUCCESS","3/25","-","12",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","SortedArrayList","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","SortedMapVector","SUCCESS","29/63","-","46.031746031746",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","StringComparator","SUCCESS","14/16","-","87.5",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","StringLink","SUCCESS","8/15","-","53.3333333333333",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","StringList","SUCCESS","7/13","9/13","53.8461538461538","69.2307692307692","15.3846153846154","D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","ToStringConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Util","SUCCESS","13/28","27/28","46.4285714285714","96.4285714285714","50","D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","1","Version","SUCCESS","9/19","-","47.3684210526316",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 1"
"original","32b","15","baseline","2","ArrayUtil","SUCCESS","19/57","-","33.3333333333333",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","Axis","SUCCESS","18/40","-","45",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","ByteVector","SUCCESS","31/138","47/138","22.463768115942","34.0579710144928","11.5942028985507","D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","CommandLine","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
"original","32b","15","baseline","2","DateTools","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\32b\output_32b_15 attempts_baseline_run 2"
